east,north,au
629746,609525.99,0
629781.4,609507.37,0
627757.9,610300.25,0
627793.31,610281.63,40
627828.71,610263.01,140
627864.11,610244.4,0
627934.92,610207.16,100
627970.33,610188.55,0
628005.73,610169.93,0
628395.17,609965.15,600
628430.57,609946.53,760
628465.98,609927.91,840
628501.38,609909.3,740
628536.78,609890.68,980
628572.19,609872.06,580
628607.59,609853.45,340
628643,609834.83,100
628784.61,609760.36,100
628820.01,609741.75,0
628855.42,609723.13,0
628890.82,609704.51,40
628926.22,609685.9,20
629315.66,609481.11,0
629351.07,609462.5,0
627787.82,610013.36,80
627823.22,609994.74,0
627858.63,609976.13,0
627894.03,609957.51,100
627929.43,609938.89,20
627964.84,609920.28,140
628000.24,609901.66,20
628035.64,609883.04,200
628071.05,609864.43,0
628106.45,609845.81,20
628141.85,609827.19,30
628177.26,609808.58,80
628212.66,609789.96,400
628248.07,609771.34,380
628283.47,609752.73,730
627534.5,609875.4,100
627569.91,609856.79,0
627605.31,609838.17,100
627640.71,609819.55,40
627676.12,609800.94,0
627711.52,609782.32,0
627746.93,609763.7,40
627782.33,609745.09,0
627812.24,609458.2,300
627847.65,609439.58,420
627883.05,609420.96,840
627918.45,609402.35,680
627953.86,609383.73,1660
627989.26,609365.11,1860
628060.07,609327.88,540
628095.47,609309.26,560
628130.88,609290.65,420
628166.28,609272.03,400
628201.68,609253.41,820
628237.09,609234.8,200
628272.49,609216.18,340
628307.9,609197.56,200
628343.3,609178.95,420
628378.7,609160.33,200
628555.72,609067.25,280
628591.12,609048.63,40
628803.55,608936.93,380
628838.95,608918.31,220
628874.35,608899.7,100
628909.76,608881.08,40
628945.16,608862.46,100
628980.56,608843.85,0
629015.97,608825.23,0
629051.37,608806.61,180
629086.78,608788,0
629122.18,608769.38,20
629157.58,608750.76,0
620994.76,599157.54,0
620959.35,599176.16,0
620923.95,599194.77,180
620888.55,599213.39,0
620853.14,599232.01,20
620817.74,599250.62,40
620782.34,599269.24,40
620746.93,599287.86,100
620463.7,599436.79,280
620428.3,599455.41,430
620392.9,599474.02,500
620357.49,599492.64,300
620322.09,599511.26,300
620286.68,599529.87,140
620251.28,599548.49,340
620180.47,599585.72,240
620145.07,599604.34,160
620109.67,599622.96,120
620074.26,599641.57,160
620038.86,599660.19,160
620003.46,599678.81,160
619968.05,599697.42,80
619932.65,599716.04,340
619897.24,599734.66,40
619861.84,599753.27,60
619826.44,599771.89,140
619755.63,599809.12,280
619684.82,599846.36,60
619649.42,599864.97,60
620812.25,598982.35,300
620776.85,599000.97,100
620741.44,599019.58,40
620706.04,599038.2,100
620670.64,599056.82,260
620635.23,599075.43,180
620599.83,599094.05,420
620564.42,599112.67,160
620529.02,599131.28,120
620493.62,599149.9,390
620316.6,599242.98,100
620281.2,599261.6,140
620245.79,599280.22,200
620210.39,599298.83,180
620174.98,599317.45,140
620139.58,599336.07,140
620104.18,599354.68,220
620068.77,599373.3,100
620033.37,599391.92,200
619962.56,599429.15,200
619927.16,599447.77,160
619891.76,599466.38,200
619856.35,599485,140
619820.95,599503.62,140
619785.54,599522.23,80
619750.14,599540.85,140
619643.93,599596.7,60
619608.53,599615.32,0
619537.72,599652.55,140
620771.36,598732.69,100
620735.95,598751.31,40
620700.55,598769.93,40
620665.15,598788.54,700
620629.74,598807.16,20
620594.34,598825.78,40
620558.94,598844.39,60
620488.13,598881.63,20
620452.72,598900.24,60
620417.32,598918.86,80
620381.92,598937.48,60
620346.51,598956.09,40
620311.11,598974.71,40
620204.9,599030.56,100
620169.5,599049.18,400
620134.09,599067.79,160
620098.69,599086.41,240
620063.28,599105.03,220
620027.88,599123.64,100
619992.48,599142.26,60
619957.07,599160.88,100
619921.67,599179.49,280
619886.27,599198.11,260
619850.86,599216.73,380
619815.46,599235.34,150
619780.06,599253.96,80
619744.65,599272.58,120
619709.25,599291.19,180
619673.84,599309.81,280
619638.44,599328.43,140
619603.04,599347.04,500
619567.63,599365.66,220
619532.23,599384.28,160
619496.83,599402.89,80
619461.42,599421.51,120
619426.02,599440.13,60
620659.66,598520.27,40
620624.25,598538.89,0
620588.85,598557.51,0
620553.45,598576.12,0
620518.04,598594.74,0
620482.64,598613.36,0
620411.83,598650.59,0
620376.43,598669.21,0
620341.02,598687.82,0
620305.62,598706.44,0
620270.22,598725.06,0
620234.81,598743.67,60
620199.41,598762.29,60
620164.01,598780.91,40
620022.39,598855.37,140
619986.99,598873.99,60
619951.58,598892.61,160
619916.18,598911.22,80
619880.78,598929.84,120
619845.37,598948.46,220
619809.97,598967.07,80
619774.57,598985.69,140
619739.16,599004.31,180
619703.76,599022.92,40
619668.35,599041.54,20
619632.95,599060.16,60
619597.55,599078.77,80
619562.14,599097.39,190
619526.74,599116.01,360
619491.34,599134.62,420
619455.93,599153.24,280
619420.53,599171.86,260
619385.13,599190.47,80
619349.72,599209.09,20
619314.32,599227.71,40
620477.15,598345.08,100
620441.75,598363.7,0
620406.34,598382.32,80
620370.94,598400.93,280
620335.54,598419.55,40
620300.13,598438.17,20
620264.73,598456.78,60
619910.69,598642.95,120
619875.29,598661.57,200
619839.88,598680.18,80
619804.48,598698.8,100
619769.08,598717.42,180
619733.67,598736.03,160
619698.27,598754.65,160
619662.87,598773.27,140
619627.46,598791.88,160
619592.06,598810.5,80
619556.65,598829.12,60
619521.25,598847.73,140
619485.85,598866.35,220
619450.44,598884.97,600
619415.04,598903.58,560
619379.64,598922.2,180
619344.23,598940.82,260
619308.83,598959.43,200
619273.43,598978.05,0
619238.02,598996.67,20
619202.62,599015.28,40
620436.26,598095.43,0
620400.85,598114.05,0
620365.45,598132.66,80
620330.05,598151.28,20
620294.64,598169.9,40
620259.24,598188.51,0
620223.84,598207.13,40
620188.43,598225.75,0
620153.03,598244.36,140
620117.62,598262.98,40
620082.22,598281.6,40
620046.82,598300.21,40
620011.41,598318.83,60
619976.01,598337.45,40
619940.61,598356.06,60
619905.2,598374.68,40
619869.8,598393.3,200
619834.4,598411.91,120
619798.99,598430.53,120
619763.59,598449.15,120
619692.78,598486.38,120
619657.38,598505,140
619621.97,598523.61,260
619586.57,598542.23,180
619551.17,598560.85,220
619515.76,598579.46,140
619480.36,598598.08,110
619444.95,598616.7,140
619409.55,598635.31,60
619374.15,598653.93,20
619338.74,598672.55,40
619303.34,598691.16,40
619267.94,598709.78,40
619197.13,598747.01,340
619161.73,598765.63,320
619126.32,598784.25,160
620324.56,597883.01,0
620289.15,597901.62,20
620182.94,597957.47,40
620147.54,597976.09,40
619793.5,598162.26,300
619758.1,598180.87,60
619722.7,598199.49,160
619687.29,598218.11,60
619651.89,598236.72,120
619616.48,598255.34,120
619581.08,598273.96,100
619545.68,598292.57,80
619510.27,598311.19,100
619474.87,598329.81,90
619439.47,598348.42,120
619404.06,598367.04,190
619333.25,598404.27,40
619297.85,598422.89,60
619262.45,598441.51,60
619227.04,598460.12,40
619191.64,598478.74,40
619156.24,598497.36,60
619120.83,598515.97,80
619085.43,598534.59,140
618979.22,598590.44,100
622637.87,604259.01,40
622602.47,604277.62,80
622567.07,604296.24,80
622531.66,604314.86,60
622248.43,604463.79,0
622177.63,604501.02,0
622512.73,605138.29,0
622548.13,605119.67,40
622583.53,605101.06,0
622618.94,605082.44,0
622654.34,605063.82,0
622689.74,605045.21,0
622725.15,605026.59,0
622760.55,605007.97,0
622795.96,604989.36,0
622831.36,604970.74,0
622866.76,604952.12,0
622902.17,604933.51,0
622937.57,604914.89,0
623149.99,604803.19,220
623185.4,604784.57,0
623220.8,604765.96,0
623256.2,604747.34,100
623291.61,604728.72,0
623327.01,604710.11,0
623852.58,604162.58,80
623817.17,604181.2,0
623781.77,604199.82,0
623746.37,604218.43,0
623710.96,604237.05,0
623640.15,604274.28,40
623604.75,604292.9,180
623569.35,604311.52,200
623533.94,604330.13,100
623498.54,604348.75,1280
623463.14,604367.37,1760
623427.73,604385.98,700
623392.33,604404.6,560
623356.93,604423.22,380
623321.52,604441.83,220
623286.12,604460.45,180
623250.71,604479.07,0
623215.31,604497.68,100
623179.91,604516.3,40
623038.29,604590.77,0
623002.89,604609.38,0
622967.49,604628,0
622932.08,604646.62,0
622896.68,604665.23,0
622861.27,604683.85,0
622825.87,604702.47,0
622790.47,604721.08,0
622755.06,604739.7,0
622719.66,604758.32,0
622684.26,604776.93,60
622648.85,604795.55,0
622613.45,604814.17,0
622578.04,604832.78,0
622542.64,604851.4,0
622507.24,604870.02,0
622471.83,604888.63,0
622436.43,604907.25,0
622401.03,604925.87,0
622365.62,604944.48,0
622330.22,604963.1,0
623362.41,604691.49,20
623397.82,604672.87,160
623504.03,604617.02,20
623539.43,604598.41,140
623574.84,604579.79,80
623610.24,604561.17,40
623645.64,604542.56,60
623681.05,604523.94,70
623716.45,604505.32,0
623751.85,604486.71,0
623787.26,604468.09,0
623928.87,604393.62,0
623964.28,604375.01,0
623999.68,604356.39,0
623670.07,603987.39,0
623634.67,604006.01,0
623599.26,604024.63,0
623316.03,604173.56,160
623280.63,604192.18,300
623245.23,604210.79,120
623174.42,604248.03,200
623139.01,604266.64,120
623103.61,604285.26,0
623068.21,604303.88,60
622926.59,604378.34,0
622891.19,604396.96,0
622855.79,604415.58,80
622820.38,604434.19,0
622784.98,604452.81,0
622749.57,604471.43,20
622714.17,604490.04,0
622607.96,604545.89,80
622572.56,604564.51,0
622537.15,604583.13,0
622501.75,604601.74,0
622466.34,604620.36,0
623340.46,603618.4,0
623305.05,603637.02,0
623269.65,603655.63,0
623234.25,603674.25,0
623198.84,603692.87,0
623163.44,603711.48,140
623128.04,603730.1,50
623092.63,603748.72,120
623057.23,603767.33,40
623021.83,603785.95,30
622986.42,603804.57,0
622951.02,603823.18,0
622915.61,603841.8,0
622667.79,603972.12,0
622632.39,603990.73,0
622596.98,604009.35,80
622561.58,604027.97,80
622526.17,604046.58,0
622242.94,604195.52,40
622207.54,604214.13,80
621995.12,604325.83,0
623228.76,603405.98,0
623193.35,603424.6,60
623157.95,603443.21,0
623122.55,603461.83,160
623087.14,603480.45,0
623051.74,603499.06,0
623016.34,603517.68,0
622980.93,603536.3,0
622945.53,603554.91,0
622768.51,603648,20
622733.11,603666.61,0
622697.7,603685.23,0
622662.3,603703.85,40
622626.9,603722.46,20
622591.49,603741.08,60
622556.09,603759.7,60
622520.69,603778.31,80
622485.28,603796.93,170
622449.88,603815.55,780
622414.47,603834.16,80
622379.07,603852.78,60
622343.67,603871.4,40
622308.26,603890.01,20
622272.86,603908.63,40
622237.46,603927.25,100
622202.05,603945.86,40
622166.65,603964.48,20
622131.24,603983.1,160
622095.84,604001.71,80
622060.44,604020.33,40
622025.03,604038.95,40
623081.65,603212.17,60
623046.25,603230.79,100
623010.85,603249.41,100
622975.44,603268.02,40
622940.04,603286.64,60
622904.64,603305.26,60
622833.83,603342.49,50
622798.43,603361.11,80
622692.21,603416.96,40
622656.81,603435.57,40
622621.41,603454.19,40
622586,603472.81,40
622550.6,603491.42,80
622515.2,603510.04,100
622479.79,603528.66,80
622444.39,603547.27,120
622408.99,603565.89,180
622373.58,603584.51,120
622338.18,603603.12,90
622302.77,603621.74,520
622267.37,603640.36,160
622231.97,603658.97,120
622899.15,603036.98,80
622863.74,603055.6,100
622828.34,603074.22,100
622792.94,603092.83,100
622686.73,603148.68,120
622651.32,603167.3,100
622615.92,603185.92,60
622580.51,603204.53,100
622545.11,603223.15,70
622509.71,603241.77,120
622474.3,603260.38,120
622438.9,603279,20
622403.5,603297.62,40
622368.09,603316.23,0
622332.69,603334.85,80
622297.28,603353.47,0
622261.88,603372.08,180
622226.48,603390.7,120
622191.07,603409.32,60
622155.67,603427.93,200
622120.27,603446.55,240
622084.86,603465.17,60
622049.46,603483.78,80
622014.06,603502.4,30
621978.65,603521.02,20
621943.25,603539.63,20
621907.84,603558.25,100
621872.44,603576.87,0
621837.04,603595.48,40
621801.63,603614.1,60
621766.23,603632.72,40
621730.83,603651.33,40
621695.42,603669.95,20
621783.66,601861.02,100
621748.25,601879.64,60
621712.85,601898.26,40
621677.45,601916.87,40
621642.04,601935.49,40
621606.64,601954.11,40
621571.23,601972.72,60
621535.83,601991.34,60
621500.43,602009.96,120
621465.02,602028.57,280
621429.62,602047.19,220
621394.22,602065.81,100
621358.81,602084.42,140
621323.41,602103.04,240
621288.01,602121.66,240
621252.6,602140.28,60
621217.2,602158.89,80
621181.79,602177.51,100
621146.39,602196.13,40
622468.81,602992.11,80
622433.41,603010.73,40
622398.01,603029.35,60
622362.6,603047.96,60
622327.2,603066.58,60
622291.8,603085.2,60
622256.39,603103.81,160
622220.99,603122.43,80
622185.58,603141.05,100
622150.18,603159.66,80
622114.78,603178.28,40
622079.37,603196.9,220
622043.97,603215.51,60
622008.57,603234.13,100
621973.16,603252.75,160
621937.76,603271.36,40
621902.36,603289.98,60
621866.95,603308.6,20
621831.55,603327.21,40
621796.14,603345.83,20
621760.74,603364.45,40
621725.34,603383.06,40
621689.93,603401.68,40
622604.94,602649.37,220
622321.71,602798.31,60
622286.31,602816.92,60
622250.9,602835.54,60
622215.5,602854.16,200
622180.1,602872.77,100
622144.69,602891.39,80
622109.29,602910.01,100
622073.88,602928.62,80
622038.48,602947.24,120
622003.08,602965.86,100
621967.67,602984.47,100
621932.27,603003.09,240
621896.87,603021.71,240
621861.46,603040.32,180
621826.06,603058.94,240
621790.66,603077.56,100
621755.25,603096.17,80
621649.04,603152.02,120
621613.64,603170.64,1000
621578.23,603189.26,20
621542.83,603207.87,0
621507.43,603226.49,60
621472.02,603245.11,40
621436.62,603263.72,40
622331.18,602386.59,60
622295.78,602405.21,40
622260.37,602423.82,100
622083.35,602516.91,130
622047.95,602535.52,60
622012.55,602554.14,80
621977.14,602572.76,80
621941.74,602591.37,220
621906.33,602609.99,80
621870.93,602628.61,100
621835.53,602647.22,100
621800.12,602665.84,60
621764.72,602684.46,80
621729.32,602703.07,180
621693.91,602721.69,180
621623.11,602758.92,60
621587.7,602777.54,80
621552.3,602796.16,60
621516.89,602814.77,100
621157.37,602732.67,40
621192.77,602714.05,120
621228.18,602695.44,60
621263.58,602676.82,80
621298.98,602658.2,80
621334.39,602639.59,60
621369.79,602620.97,60
621405.19,602602.35,180
621440.6,602583.74,320
621476,602565.12,160
621511.41,602546.5,800
621546.81,602527.89,420
621582.21,602509.27,360
621617.62,602490.65,240
621653.02,602472.04,160
621688.42,602453.42,260
621723.83,602434.8,100
621759.23,602416.19,120
621794.63,602397.57,180
621830.04,602378.95,160
621865.44,602360.34,120
621900.85,602341.72,100
621936.25,602323.1,120
621971.65,602304.49,140
622113.27,602230.02,440
622148.67,602211.4,60
621966.16,602036.21,70
621930.76,602054.83,100
621612.13,602222.38,240
621576.72,602241,240
621541.32,602259.61,220
621505.92,602278.23,140
621470.51,602296.85,300
621399.71,602334.08,260
621364.3,602352.7,200
621328.9,602371.31,100
621293.49,602389.93,90
621258.09,602408.55,160
621222.69,602427.16,100
621187.28,602445.78,100
621151.88,602464.4,80
621116.48,602483.01,220
621081.07,602501.63,80
621045.67,602520.25,0
627665.14,609264.39,340
627700.54,609245.78,430
627735.95,609227.16,220
627771.35,609208.54,490
628408.62,608873.44,0
628444.02,608854.83,180
628479.42,608836.21,0
628514.83,608817.59,0
628550.23,608798.98,0
628585.64,608780.36,0
628621.04,608761.74,0
628656.44,608743.13,0
628691.85,608724.51,0
628727.25,608705.89,0
628762.65,608687.28,0
628798.06,608668.66,0
628833.46,608650.04,0
628868.86,608631.43,40
628904.27,608612.81,40
628939.67,608594.19,0
628975.08,608575.58,0
629010.48,608556.96,0
629045.88,608538.34,0
629081.29,608519.73,160
629116.69,608501.11,320
628730.27,610602.41,140
628765.67,610583.8,460
628801.08,610565.18,1270
628836.48,610546.56,260
628871.88,610527.95,280
628907.29,610509.33,100
628942.69,610490.71,220
628978.1,610472.1,100
629013.5,610453.48,100
629048.9,610434.86,200
629084.31,610416.25,20
629119.71,610397.63,40
629155.11,610379.01,0
629190.52,610360.4,0
629225.92,610341.78,0
629261.32,610323.16,0
629296.73,610304.55,0
629332.13,610285.93,0
629650.76,610118.38,0
629686.17,610099.76,0
629721.57,610081.15,0
629756.98,610062.53,0
627199.4,609238.14,0
627234.81,609219.52,0
627270.21,609200.9,300
627305.61,609182.29,80
627341.02,609163.67,40
627376.42,609145.05,40
627411.83,609126.44,0
627447.23,609107.82,60
627482.63,609089.2,80
627553.44,609051.97,0
627659.65,608996.12,260
627695.05,608977.5,400
628013.69,608809.95,40
628049.09,608791.34,100
628084.5,608772.72,80
628155.3,608735.49,120
628190.71,608716.87,20
628226.11,608698.25,80
628261.51,608679.64,40
628296.92,608661.02,60
628332.32,608642.4,100
628367.72,608623.79,60
628403.13,608605.17,40
628473.94,608567.94,40
628509.34,608549.32,60
628544.74,608530.7,0
628580.15,608512.09,100
628615.55,608493.47,280
628650.95,608474.85,40
628686.36,608456.24,80
628721.76,608437.62,120
628792.57,608400.39,140
628827.97,608381.77,20
628863.38,608363.15,0
628898.78,608344.54,20
628934.18,608325.92,400
628969.59,608307.3,40
629004.99,608288.69,60
629040.39,608270.07,20
629075.8,608251.45,80
627264.72,608932.63,20
627300.13,608914.02,60
627335.53,608895.4,520
627370.93,608876.78,60
627406.34,608858.17,80
627441.74,608839.55,140
627477.14,608820.93,100
627512.55,608802.32,0
627547.95,608783.7,720
627583.35,608765.08,740
627866.58,608616.15,500
627901.99,608597.53,380
627937.39,608578.92,220
627972.8,608560.3,80
628008.2,608541.68,100
628043.6,608523.07,40
628079.01,608504.45,50
628114.41,608485.83,60
628149.81,608467.22,40
628185.22,608448.6,120
628220.62,608429.98,0
628256.02,608411.37,0
628291.43,608392.75,40
628326.83,608374.13,0
628362.24,608355.52,0
628397.64,608336.9,40
628433.04,608318.28,140
628468.45,608299.67,0
628503.85,608281.05,0
628539.25,608262.43,0
628574.66,608243.82,0
628610.06,608225.2,0
628645.46,608206.58,0
628680.87,608187.97,0
628716.27,608169.35,0
628751.68,608150.73,0
628787.08,608132.12,0
628822.48,608113.5,40
628857.89,608094.88,20
628893.29,608076.27,0
628928.69,608057.65,0
628964.1,608039.03,0
626976,608813.29,20
627011.41,608794.68,40
627046.81,608776.06,20
627082.21,608757.44,60
627117.62,608738.83,40
627153.02,608720.21,40
627188.43,608701.59,40
627223.83,608682.98,40
627259.23,608664.36,20
627294.64,608645.74,100
627790.29,608385.11,280
627825.69,608366.49,240
627861.09,608347.88,100
627896.5,608329.26,140
627931.9,608310.64,120
626828.9,608619.49,0
626864.3,608600.87,1180
626899.71,608582.25,40
626935.11,608563.64,20
626970.51,608545.02,20
627005.92,608526.4,0
627041.32,608507.79,40
627076.73,608489.17,120
627112.13,608470.55,20
627147.53,608451.94,20
627253.74,608396.09,20
627289.15,608377.47,40
627324.55,608358.85,60
627359.95,608340.24,300
627395.36,608321.62,100
627430.76,608303,280
627466.17,608284.39,180
627501.57,608265.77,100
627536.97,608247.15,100
627572.38,608228.54,160
627607.78,608209.92,180
627713.99,608154.07,220
627749.39,608135.45,120
627784.8,608116.84,180
627820.2,608098.22,40
627855.61,608079.6,110
627891.01,608060.99,80
627926.41,608042.37,100
627961.82,608023.75,40
627997.22,608005.14,120
628032.62,607986.52,180
628068.03,607967.9,40
628103.43,607949.29,0
628138.84,607930.67,0
628174.24,607912.05,20
628209.64,607893.44,0
628245.05,607874.82,0
628280.45,607856.2,0
628315.85,607837.59,0
628351.26,607818.97,0
628386.66,607800.35,0
628422.06,607781.74,200
